pseAAC_1,pseAAC_2,pseAAC_3,pseAAC_4,pseAAC_5,pseAAC_6,pseAAC_7,pseAAC_8,pseAAC_9,pseAAC_10,pseAAC_11,pseAAC_12,pseAAC_13,pseAAC_14,pseAAC_15,pseAAC_16,pseAAC_17,pseAAC_18,pseAAC_19,pseAAC_20,pseAAC_21,pseAAC_22,pseAAC_23,pseAAC_24,pseAAC_25,pseAAC_26,pseAAC_27,pseAAC_28,pseAAC_29,pseAAC_30,target
0.00047574,0.00142722,0,0,0,0,0,0,0.00071361,0.00095148,0,0.00023787,0.00118935,0,0.00023787,0.00047574,0,0,0,0.00023787,0.060940296,0.08710464,0.120456298,0.140516936,0.133900659,0.149232115,0.107812575,0.086367286,0.050675785,0.05704666,1
0.000173193,6.93E-04,8.66E-05,8.66E-05,0,0.000346386,0,0.00025979,0.000346386,0,0,0.000173193,1.73E-04,8.66E-05,0.000346386,0.000173193,0.000173193,0,0,0.000173193,0.090904767,0.114089817,0.109602873,0.081762505,0.085000748,0.109270506,0.113721038,0.093808711,0.072956281,0.125592083,1
0.000203986,0.001223918,0.000611959,0.000407973,0,0.000203986,0,0,0,0,0,0,0.000203986,0.000203986,0,0.000203986,0,0,0.000203986,0,0.069404452,0.091859217,0.113241963,0.140156075,0.105572288,0.085699961,0.112012626,0.079175764,0.122319273,0.077090614,1
0.00011709,0.000936722,0.000234181,0.000585452,0.000234181,0,0.000351271,0.000234181,0,0.000351271,0.000234181,0.00011709,0.000468361,0.000234181,0.00011709,0.000468361,0.00011709,0,0.00011709,0.000351271,0.084315401,0.134569957,0.123428398,0.102732281,0.110449879,0.089155703,0.056667576,0.071184531,0.112178093,0.110049119,1
0.000467302,0,0,0.000155767,0.000467302,0.000311535,0.000155767,0,0.000934605,0.00062307,0.000155767,0,0,0.000311535,0,0.000155767,0,0.000467302,0,0,0.119461405,0.095211608,0.104049356,0.070238388,0.114610624,0.122722189,0.097226367,0.093126274,0.063936575,0.115211493,1
0.00020811,0.000554959,0.000346849,1.39E-04,6.94E-05,0.00020811,0,0,0.000416219,0,0.00E+00,6.94E-05,6.94E-05,0.00013874,0.00013874,1.39E-04,6.94E-05,6.94E-05,0,0.000346849,0.075063403,0.105429825,0.085584866,0.084393534,0.100329143,0.100379475,0.109110562,0.091063119,0.114669202,0.130993968,1
0,0.0008184,0.0002728,0.0002728,0,0,0,0,0.0005456,0.0004092,0.0001364,0,0,0.0001364,0.0004092,0.0001364,0.0001364,0.0001364,0.0004092,0.0001364,0.12481921,0.080562548,0.130478425,0.106526126,0.10495847,0.078332593,0.093861712,0.100602624,0.079360731,0.096541961,1
0.000240096,0.000720289,0.000120048,0.000120048,0.000240096,0.000360144,0,0,0,0.000120048,0,0.000120048,0.000360144,0.000120048,0,0.000840337,0.000120048,0.000120048,0.000120048,0.000120048,0.113717492,0.113935303,0.095258345,0.117286649,0.118910034,0.097742408,0.097197529,0.087842005,0.07622199,0.078046705,1
9.20E-05,0.00018392,0.00018392,0.00E+00,9.20E-05,9.20E-04,9.20E-05,0.00027588,0.00018392,0.00E+00,9.20E-05,9.20E-05,0.000459799,0.00E+00,9.20E-05,0.000551759,2.76E-04,9.20E-05,0,0,0.102770607,0.089697216,0.092198786,0.098596321,0.111215687,0.09391453,0.118127978,0.104154589,0.083696373,0.101949519,1
0.000332315,0,0,0.000332315,0.000332315,0.000166157,0.000166157,0.000166157,0.001329259,0.000498472,0.000332315,0,0,0.000166157,0,0.000166157,0.000166157,0,0.000166157,0,0.08830841,0.112138386,0.103965427,0.077261041,0.08337944,0.107093617,0.131218319,0.128870307,0.064280058,0.099164901,1
0,0.000580554,0,0,0,0.000725692,0.000145138,0,0,0,0,0,0,0.000290277,0.000290277,0.000290277,0.000145138,0.000145138,0,0,0.075227398,0.108970343,0.092055153,0.089325538,0.084003131,0.062273647,0.102595504,0.142389806,0.138775201,0.101771788,1
0.000769572,0.000307829,1.54E-04,7.70E-05,7.70E-05,0.000307829,1.54E-04,7.70E-05,7.70E-05,1.54E-04,7.70E-05,1.54E-04,7.70E-05,0,0.000384786,0.000307829,0.00E+00,7.70E-05,0,0,0.107582496,0.112064848,0.088209946,0.104938019,0.086781698,0.082919461,0.101859169,0.116465892,0.105107872,0.090838396,1
0.000194059,0.000776237,0.000194059,0.000970296,0,0.000194059,0.000388118,0,0.000388118,0.000194059,0,0.000194059,0.000388118,0.000388118,0,0,0,0.000582178,0,0.000388118,0.09253036,0.12940391,0.119333908,0.076309351,0.071122877,0.093980642,0.110544316,0.087148252,0.101153406,0.11323338,1
0.000233087,0.000776957,3.88E-04,7.77E-05,0.000155391,0.000233087,0,0.000155391,3.88E-04,7.77E-05,7.77E-05,2.33E-04,7.77E-05,7.77E-05,0.000155391,3.11E-04,7.77E-05,1.55E-04,7.77E-05,0.000155391,0.115161484,0.094857416,0.097714883,0.089259883,0.105660063,0.093342089,0.106443642,0.061489599,0.144891247,0.087294907,1
0.000862201,0,0.000431101,0,0.00021555,0.000646651,0,0.000646651,0.00021555,0.000646651,0,0.00021555,0,0,0,0.000431101,0.00021555,0.00021555,0,0,0.090690443,0.09608474,0.098374139,0.097269824,0.117117784,0.107699099,0.108559502,0.10206708,0.07492236,0.102472924,1
0,0.001068852,0.000712568,0.000178142,0,0.000534426,0,0,0,0,0,0,0.000178142,0,0,0.000178142,0,0,0.000178142,0,0.081514747,0.098796249,0.099084169,0.109285335,0.101189312,0.144186639,0.077875679,0.132592068,0.087339638,0.065107748,1
0.000984879,0,0,0.000984879,0,0.000164146,0,0,0.000656586,0.000328293,0.000164146,0,0,0.000164146,0.000164146,0,0,0,0,0,0.123437295,0.10636441,0.076746367,0.125919736,0.135813548,0.047670341,0.101142305,0.113935494,0.076082289,0.089276995,1
0.000272276,0.000544552,0.000272276,0.000181517,0,0.000272276,0,0.00E+00,9.08E-05,0.000181517,0,0.00E+00,9.08E-05,0,0.00E+00,9.08E-05,3.63E-04,9.08E-05,0.000363035,0,0.090025085,0.093076677,0.125634156,0.075557541,0.120125129,0.117000324,0.096893615,0.081310814,0.086195656,0.111367483,1
0.000226229,0.000301638,0.000226229,1.51E-04,7.54E-05,0.000226229,0,0.000226229,0.000301638,0.000226229,0,0.000226229,0.000150819,0.00E+00,7.54E-05,7.54E-05,1.51E-04,7.54E-05,7.54E-05,0.000301638,0.112545218,0.105638555,0.086323968,0.081029761,0.104672171,0.113612196,0.095399954,0.104991903,0.102823123,0.089871358,1
0.000917011,0.000733609,0,0.000366805,0.000183402,0.000183402,0,0,0.000550207,0.000183402,0,0.000550207,0.000550207,0.000183402,0,0.000366805,0.000366805,0.000366805,0,0.000183402,0.099858695,0.105744149,0.083388841,0.095021092,0.115317753,0.089639895,0.087683771,0.100054829,0.121847086,0.095758417,1
0.000814789,0.000465594,0.000581992,0,0.000116398,0.000232797,0,0.000232797,0.000116398,0.000232797,0,0.000581992,0.000349195,0.000116398,0.000349195,0.000232797,0.000116398,0.000116398,0,0,0.094164912,0.12003052,0.119882745,0.097754702,0.071389414,0.077659886,0.088663552,0.127630388,0.112510104,0.085657836,1
0.000181393,0.000544179,0.000362786,0.00E+00,9.07E-05,2.72E-04,9.07E-05,0,0.000272089,1.81E-04,9.07E-05,1.81E-04,9.07E-05,0.00E+00,9.07E-05,0,0.00E+00,9.07E-05,0.000181393,0.000181393,0.111388884,0.114368446,0.111624672,0.100448117,0.089127368,0.094799793,0.094891422,0.117969822,0.084498989,0.0779802,1
0,4.98E-04,8.29E-05,0.000165858,0,0.000829288,0,0,0.00E+00,8.29E-05,0,0,0.000165858,0.000331715,0.000165858,0,1.66E-04,8.29E-05,0.00E+00,8.29E-05,0.090721736,0.086822778,0.090539939,0.126737337,0.095485015,0.099610796,0.1174643,0.105643754,0.087351433,0.096969189,1
0.00020153,0.001209179,0,0.001410708,0,0.00020153,0.00040306,0,0.00040306,0.00040306,0,0.00040306,0.00020153,0,0.00020153,0.000604589,0.00020153,0.00040306,0,0,0.085065635,0.089613259,0.086925278,0.078272679,0.108927911,0.10574723,0.107732074,0.11397868,0.103737644,0.113752187,1
0.000431198,0.000689917,0.000172479,0.000258719,0,3.45E-04,8.62E-05,2.59E-04,8.62E-05,0.00E+00,8.62E-05,0.000172479,2.59E-04,8.62E-05,8.62E-05,0.000258719,1.72E-04,8.62E-05,0,0.000172479,0.097043055,0.086908603,0.107665758,0.075554254,0.123366373,0.100158066,0.095969012,0.09332665,0.119050122,0.097249803,1
0,6.68E-04,8.36E-05,0,0.000584878,0.000250662,0,0.000167108,0,0.000334216,0,0.000167108,4.18E-04,8.36E-05,0.000167108,0.000250662,0.000250662,0.00E+00,8.36E-05,0.000167108,0.108271116,0.095060285,0.123880435,0.089913101,0.095900153,0.121438776,0.092687566,0.080799088,0.07222998,0.116143125,1
0.000412965,0.00027531,0.000412965,0.000137655,0.00027531,0.00027531,0,0.00027531,0,0.000412965,0.00027531,0.00027531,0.000412965,0,0.00027531,0.00027531,0.00027531,0.00055062,0,0,0.122265044,0.095401852,0.101358557,0.078750692,0.119477673,0.076543564,0.114930046,0.101322878,0.108626277,0.076505494,1
0.000113387,0.000907099,0.000226775,0.000113387,0.000113387,0.000566937,0.000226775,0.000226775,0.000226775,0.000113387,0,0,0.000113387,0.000226775,0.000113387,0.000226775,0.000340162,0,0,0.000113387,0.108422092,0.088280021,0.084638776,0.102639373,0.130342531,0.078996749,0.107292927,0.113795354,0.084064525,0.097559094,1
0.000126241,0.001009925,0.000378722,0.000252481,0.000126241,0.000252481,0,0,0.000252481,0.000126241,0,0.000252481,0.000378722,0.000378722,0.000378722,0.000252481,0.000378722,0.000126241,0,0.000126241,0.118789587,0.082885133,0.113945814,0.096311607,0.118228636,0.110913539,0.076645713,0.102159769,0.08049851,0.094824547,1
0.000230013,0.000690038,0,0,0.000115006,0.000575031,0,0.000115006,0.000230013,0,0.000115006,0.000115006,0,0,0.000345019,0.000230013,0.000115006,0,0,0,0.124876881,0.08164127,0.103407347,0.099710971,0.104699055,0.101096284,0.122906859,0.078054225,0.081443459,0.099288493,1
0.000366122,0.001098366,0.000366122,0.000366122,0.000183061,0.000366122,0.000183061,0.000183061,0,0,0,0.000366122,0,0.000183061,0.000183061,0.000549183,0.000732244,0,0,0,0.062074356,0.094655114,0.101741363,0.119642735,0.116087867,0.098523576,0.100907805,0.097514806,0.101033342,0.102693327,1
0.000697103,0.000309824,1.55E-04,7.75E-05,0,0.000464736,0.000154912,1.55E-04,7.75E-05,0.000232368,0,0.000154912,0.00E+00,7.75E-05,0.000309824,0.000232368,0.00E+00,7.75E-05,0,0,0.107089795,0.107415669,0.107342825,0.122296392,0.092955086,0.100905399,0.099861719,0.087972117,0.085055189,0.085930117,1
0.000384137,0.000960343,0,0,0,0.000384137,0.000192069,0,0,0,0,0.000192069,0.000384137,0,0,0.000576206,0.000192069,0,0,0.000384137,0.114300558,0.08673206,0.121166874,0.124051179,0.139623382,0.07148006,0.123424987,0.070282258,0.079718829,0.06557051,1
0,0.000671728,0,0.00E+00,8.40E-05,0.00041983,0.000167932,0.000251898,0.000335864,0.000167932,0,0.000251898,0.000251898,0,0.000167932,0.000251898,0.000167932,0,0.000167932,0,0.106461005,0.10935718,0.071542787,0.102905421,0.116919999,0.09558436,0.10784814,0.068676668,0.088709065,0.128636737,1
0.000183271,5.50E-04,9.16E-05,0,0,3.67E-04,9.16E-05,0,0.000458176,0.00E+00,9.16E-05,9.16E-05,9.16E-05,1.83E-04,9.16E-05,0.000183271,0.000274906,0.00E+00,9.16E-05,9.16E-05,0.107117385,0.116261538,0.094193681,0.111330902,0.066209293,0.109161889,0.117470218,0.09544803,0.105549577,0.07432516,1
0.000317328,0.00190397,0.000317328,0.000634657,0.000317328,0.000317328,0,0.001269313,0.000317328,0.000951985,0,0.001269313,0.000317328,0.000951985,0,0,0.000317328,0,0,0,0.102037546,0.072135231,0.09059052,0.083826672,0.096020767,0.090424815,0.113614736,0.133274866,0.099728671,0.109143655,1
0.000266078,0,0,0,0.000266078,0.000266078,0.000266078,0.000266078,0.000798235,0.001064313,0,0,0.000266078,0,0,0.000266078,0,0.000532156,0,0.000266078,0.088238485,0.105367918,0.109180825,0.108393567,0.108798852,0.084316455,0.06431984,0.153753708,0.082967958,0.090139063,1
0.000157603,0.000630413,0.000394008,1.58E-04,7.88E-05,3.94E-04,7.88E-05,7.88E-05,3.94E-04,7.88E-05,7.88E-05,0.000236405,3.15E-04,7.88E-05,3.15E-04,7.88E-05,0.000236405,0,0.00E+00,7.88E-05,0.1086264,0.087570326,0.09707717,0.111384072,0.116044747,0.083920329,0.104414117,0.111341481,0.069701132,0.106058944,1
1.83E-04,9.15E-05,0.00E+00,9.15E-05,9.15E-05,0.000183027,0.00E+00,9.15E-05,2.75E-04,9.15E-05,0,2.75E-04,9.15E-05,9.15E-05,9.15E-05,0.000366054,1.83E-04,9.15E-05,0,0.000457568,0.096238022,0.090849831,0.11472823,0.113558415,0.084241333,0.08349083,0.108862168,0.122636486,0.078691614,0.103957665,1
0.000523882,0.000785823,0.000130971,0,0,0.000261941,0,0.000261941,0.000785823,0,0.000261941,0.000130971,0.000261941,0.000130971,0.000130971,0.000130971,0.000392912,0.000523882,0,0.000130971,0.117992954,0.082908073,0.099814117,0.077334166,0.117185195,0.100900841,0.068329918,0.113575428,0.081548599,0.135564798,1
0.000126846,0,0.000126846,0,0.000253692,0.000253692,0,0.000253692,0.000380539,0,0.000126846,0.000126846,0.000380539,0,0.000126846,0,0.000126846,0,0.000126846,0,0.08633109,0.129113794,0.076632868,0.066553814,0.131066135,0.120458189,0.073637514,0.113154683,0.13006896,0.070572875,1
0.00010978,0.000658678,0.00010978,0.000329339,0.000219559,0.000329339,0.00010978,0.00010978,0.00010978,0.000219559,0,0,0,0,0.000219559,0.000219559,0.000329339,0,0.000219559,0.00010978,0.122003085,0.087650318,0.091065441,0.110216985,0.041574811,0.146396217,0.074661866,0.103391891,0.132697268,0.086938949,1
0.000152546,0.000915276,0,0.000457638,0.000305092,0.000305092,0.000305092,0.000305092,0.000305092,0.000152546,0,0,0.000610184,0,0.000305092,0.000152546,0.000457638,0.000152546,0,0,0.116943166,0.109644675,0.05724945,0.106129184,0.078800936,0.092096882,0.129739879,0.107889285,0.078691315,0.117933756,1
0.000224885,0.001349311,0.00044977,0,0.000224885,0.000224885,0.000224885,0.00044977,0.000224885,0.000899541,0.000224885,0,0.000224885,0,0.000224885,0,0.000224885,0.00044977,0,0.000224885,0.100662803,0.104979419,0.104416534,0.094664234,0.103267048,0.09140895,0.102372364,0.105960549,0.084541758,0.101879326,1
0,0.000802697,0.000133783,0,0,0.000267566,0,0,0.000267566,0.000267566,0.000133783,0.000133783,0.000267566,0,0.000535131,0.000535131,0.000267566,0,0,0.000267566,0.097719708,0.080388224,0.088264676,0.105018441,0.109335968,0.089295604,0.098202154,0.10309778,0.112803058,0.111994688,1
8.41E-05,0.000252328,0.000210273,0,0.000168219,3.78E-04,8.41E-05,8.41E-05,4.21E-05,0.000168219,0,0.00E+00,4.21E-05,8.41E-05,1.68E-04,4.21E-05,4.21E-05,4.21E-05,4.21E-05,0.000168219,0.09848123,0.105976154,0.075999038,0.09753482,0.103300244,0.104553756,0.104345711,0.096497478,0.090417165,0.120791672,1
0.000149416,0.000149416,0.000448249,0.000149416,0.000298833,0.000448249,0,0.000298833,0,0.000448249,0.000149416,0.000298833,0.000448249,0,0.000298833,0.000149416,0.000448249,0.000597666,0,0,0.131134105,0.094578939,0.106278494,0.084428494,0.088965246,0.116943492,0.08289634,0.084486303,0.1089318,0.09657546,1
0,0.000503538,0,0.000167846,0.000167846,0.000335692,0,0.000167846,0.001678459,0.000839229,0.000167846,0.000335692,0.000503538,0,0.000167846,0.000167846,0.000503538,0.000335692,0,0.000167846,0.115310852,0.089998062,0.091122399,0.079625392,0.114662632,0.077528206,0.105835108,0.115431646,0.108795116,0.095480291,1
0.000343222,0.001372889,0.000343222,0,0,0.000343222,0.000343222,0,0,0,0.000343222,0.000686445,0.001029667,0,0,0.000343222,0,0,0,0.000343222,0.110084276,0.089732824,0.076018667,0.123466342,0.047015294,0.135782641,0.103436808,0.093163565,0.140567872,0.075240152,1
0.000225629,0,0.000112815,0.000225629,0.000225629,0.000338444,0,0.000225629,0.000112815,0,0.000225629,0.000112815,0.000225629,0.000112815,0.000112815,0.000112815,0.000112815,0.000225629,0,0.000112815,0.078619843,0.080796976,0.075307139,0.078581374,0.098033717,0.131862019,0.125492339,0.112467866,0.11118557,0.104832792,1
9.55E-05,0.000573134,1.91E-04,9.55E-05,0.000382089,0.000191045,0,0.00E+00,9.55E-05,0.000286567,0.00E+00,9.55E-05,1.91E-04,9.55E-05,9.55E-05,9.55E-05,9.55E-05,9.55E-05,9.55E-05,0.000286567,0.084547163,0.115263943,0.107982936,0.096288121,0.076098311,0.109441965,0.092075608,0.116323649,0.119536671,0.079384918,1
0.000650396,0.000390238,0,0.000260159,0,0.000260159,0.000260159,0.000260159,0.001040634,0.000780476,0,0,0.000130079,0,0.000130079,0.000130079,0.000260159,0.000520317,0,0,0.081342636,0.105387034,0.119320547,0.126619468,0.086548405,0.087021399,0.068750271,0.059076898,0.120622882,0.140237369,1
0,0.000584071,0.000146018,0.000292036,0,0.000292036,0.000146018,0,0.000146018,0,0,0.000438053,0.000146018,0.000146018,0.000438053,0,0.000146018,0.000292036,0.000146018,0,0.1173129,0.084419904,0.103833274,0.088838383,0.073168459,0.09291773,0.111573652,0.126081886,0.122805998,0.075689406,1
0.00046948,0.00093896,0,0,0,0.00046948,0.00023474,0,0.00023474,0,0,0.00070422,0.00046948,0.00023474,0.00023474,0.00023474,0,0.00023474,0,0,0.089438361,0.079935182,0.039816995,0.112762821,0.093136599,0.05787273,0.15326422,0.127200305,0.083900966,0.158211761,1
0.000335769,0.000447692,0.000223846,0.000559615,0,0.000559615,0,0.000335769,0.000335769,0.000559615,0.000111923,0.000335769,0.000111923,0,0,0.000223846,0.000111923,0.000447692,0,0.000111923,0.107705447,0.114014172,0.074697813,0.089647852,0.115479195,0.084626408,0.091433045,0.118950821,0.105201001,0.093431558,1
9.47E-05,5.68E-04,9.47E-05,0,0,0.000283992,0.000189328,0.00E+00,9.47E-05,9.47E-05,0,0.000189328,1.89E-04,9.47E-05,9.47E-05,5.68E-04,9.47E-05,1.89E-04,9.47E-05,0.000189328,0.069796343,0.082813023,0.095709326,0.100743643,0.116430119,0.119770769,0.117427937,0.090154021,0.101558747,0.102472156,1
0.000137828,0.001102625,0.000826968,0.000137828,0.000275656,0,0.000413484,0,0.000826968,0.000413484,0.000137828,0.000137828,0.000137828,0.000413484,0.000413484,0.000551312,0.000413484,0.000137828,0,0.000137828,0.093220066,0.104465676,0.113004743,0.117239162,0.120374463,0.083501347,0.082864286,0.079660598,0.0768963,0.122157612,1
0.000526549,0.001053098,0,0,0,0,0.000526549,0,0,0,0,0.000526549,0.000526549,0,0.000526549,0.000263274,0,0.000263274,0,0,0.085505599,0.115505887,0.123298211,0.111622681,0.078735689,0.100708919,0.08439622,0.066708929,0.141164549,0.088140925,1
0.000592208,0.000394806,0.000296104,0,0,2.96E-04,9.87E-05,0.00E+00,9.87E-05,2.96E-04,9.87E-05,0.000493507,1.97E-04,9.87E-05,0.000592208,2.96E-04,9.87E-05,0.000296104,0,0,0.120577082,0.120695145,0.097632817,0.116911432,0.073438129,0.07392393,0.087385081,0.114854905,0.097820452,0.092516867,1
0,0.000779405,0.000194851,0,0.000194851,0,0,0.000194851,0,0.000194851,0,0,0.000194851,0.000194851,0,0.000194851,0,0,0.000389702,0.000194851,0.083102526,0.093197453,0.115918558,0.12027374,0.108600973,0.099866751,0.076414429,0.076365191,0.046355552,0.17717691,1
0.000130555,0,0,0,0.00026111,0.00026111,0,0,0,0.000130555,0.000130555,0,0.00026111,0,0.000130555,0.000130555,0.000130555,0.000130555,0.000130555,0.000130555,0.082418172,0.077159754,0.077376765,0.095624943,0.106516394,0.084767331,0.123222546,0.108246951,0.105164659,0.137544162,1
0.000339447,0.000678894,0,0,0,0.000339447,0,0.000169724,0.000169724,0,0.000169724,0.000169724,0.000169724,0,0.000339447,0,0.000509171,0,0,0.000169724,0.058878693,0.098267956,0.115382096,0.128709664,0.11939893,0.11539791,0.125558411,0.10931517,0.067914317,0.057952105,1
0.000490504,0.000392403,1.96E-04,9.81E-05,9.81E-05,0.000392403,0.000196202,0.00E+00,9.81E-05,0.000294303,0,0.000196202,0.000294303,0,0.000392403,3.92E-04,9.81E-05,0.000196202,0,0,0.10668095,0.113490158,0.086969175,0.117115597,0.134136767,0.084291525,0.091233872,0.107562639,0.076175874,0.078517508,1
0.000726074,0.00E+00,8.07E-05,8.07E-05,0.00016135,0.000242025,0,0.00016135,0.000726074,0.000645399,0,1.61E-04,8.07E-05,0.000242025,0.000242025,0.00016135,0,0.00016135,0,0,0.121348376,0.086863666,0.096672787,0.083483675,0.091329984,0.095103029,0.101472267,0.072978382,0.11982739,0.127048049,1
9.52E-05,0.00076186,1.90E-04,9.52E-05,9.52E-05,0.000285698,0,0.00038093,0.000285698,0,0,1.90E-04,9.52E-05,0,0.000285698,0.000190465,0.00038093,0,0,0.000285698,0.102819253,0.120319968,0.110700006,0.091420763,0.080175832,0.087896987,0.096159975,0.096252103,0.086162443,0.124473832,1
9.22E-05,0.000737822,0.000184455,1.84E-04,9.22E-05,1.84E-04,9.22E-05,0.00E+00,9.22E-05,0,0,0,1.84E-04,9.22E-05,2.77E-04,9.22E-05,0.00E+00,9.22E-05,0,0.000461138,0.105424619,0.079356724,0.09734335,0.09438575,0.087285765,0.121424204,0.117828921,0.117129159,0.077996436,0.098966012,1
7.79E-05,0.000622974,0.000233615,0,0.000155744,3.89E-04,7.79E-05,0.00E+00,7.79E-05,7.79E-05,0.000155744,0.00E+00,7.79E-05,0.000155744,0.000389359,0,0.000233615,0,0.00E+00,7.79E-05,0.118594853,0.089896446,0.079206436,0.124797086,0.072552222,0.130626322,0.11241518,0.077426345,0.090568513,0.101113214,1
0.000268176,0.000804528,0,0.000268176,0,0.000402264,0.000268176,0.000134088,0,0.000268176,0.000134088,0.000268176,0.000268176,0,0.000134088,0.000536352,0,0.000134088,0,0.000134088,0.0918941,0.100580308,0.106267022,0.124287966,0.102297552,0.087609693,0.051780676,0.09508799,0.109917076,0.126254975,1
0,0.00086278,0.000246509,0.000123254,0.000246509,0.000369763,0,0.000616272,0.000123254,0.000246509,0,0.000123254,0.000246509,0,0,0.000123254,0,0.000246509,0.000123254,0.000123254,0.100493768,0.105226146,0.099909001,0.101520347,0.089969286,0.114604429,0.111314148,0.06142869,0.114566302,0.097146999,1
0.000155242,4.66E-04,7.76E-05,0.000155242,0,0.000155242,0,0,0.000232863,1.55E-04,7.76E-05,0,0.000155242,0,0.000155242,0.000232863,0,0.000155242,0.000155242,0.000155242,0.073270086,0.085869596,0.099364282,0.115692568,0.096936415,0.096380531,0.117095151,0.098963526,0.116900314,0.097043658,1
9.71E-05,0.000776401,0.000388201,0,0.0001941,0.000582301,0.00029115,0.0001941,0.00029115,2.91E-04,9.71E-05,0,0.00029115,0,0,1.94E-04,9.71E-05,9.71E-05,9.71E-05,9.71E-05,0.110651624,0.118671064,0.095490315,0.097515685,0.10130936,0.084189509,0.091394204,0.104181602,0.09984314,0.09267739,1
0.000358401,0.000179201,0.000179201,0.000358401,0,0.000358401,0.000179201,0.000179201,0,0.000358401,0.000179201,0.000358401,0,0,0.000179201,0.000179201,0,0.000358401,0,0.000179201,0.080889613,0.094768088,0.116944494,0.080930044,0.092264503,0.05551379,0.092549786,0.11610655,0.139302358,0.127146764,1
9.14E-05,0.000548671,0.000274336,0.00018289,0.000274336,0.000365781,0,0.00E+00,9.14E-05,0.000274336,0,0,0.000365781,0,0.00E+00,9.14E-05,0,0,0.00018289,0,0.107941025,0.103140554,0.103892491,0.079533165,0.105944899,0.110643308,0.119668377,0.086850493,0.092555042,0.087087289,1
